Пояса для выпрямления осанки [50002916];300
Пластыри для похудения [50005016] ;50
Вибромассажеры для груди [50005017] ;2000
Массажеры для ног [50002910] ;300
Электрические массажеры [50005018] ;1000
;
;
;
Прочее [50005003];300
Весы с анализатором жировых отложений и воды [350712];1500
Массажеры для лица [50005219] ;100
Приборы для завивки ресниц [50004999] ;100
Приборы для изменения формы носа [50005218] ;100
Приборы для оформления бровей [50004998];100
Приборы для чистки ушей [350208];250
;1000
Пояса с эффектом сауны [50005217] ;250
;
;
Фены [350213];800
Плойки / Утюги для волос [50010401] ;400
Машинки для стрижки волос [50005011] ;300
Приборы для сушки волос [50024628];300
 Прочее оборудование для парикмахерских [50024629];300
;
;
;1000
;1500
;10000
Аппараты для приготовления кислородных коктейлей [50009104] ;1000
;10000
;500
Массажеры для ног [50018412];2000
;
;
;
;
;
Ванночки для лица [50005000];90
Аппараты для чистки лица [50004396] ;1300
Электронные косметические приборы [50005002];100
Бритвы [350201] ;500
Электронные шагомеры [350215] ;1500
;1000
Приборы для завивки ресниц [50004999] ;100
Приборы для изменения формы носа [50005218] ;100
Приборы для оформления бровей [50004998];100
Приборы для чистки ушей [350208];250
Пояса с эффектом сауны [50005217] ;250
Триммеры для носа [350212];90
 Пластыри для похудения [50005016] ;50
;
;
;
;
;
Косметологические средства [50024632] ;70
;
;
;
;
Электронные косметические приборы [50005002];100
Ванночки для лица [50005000];90
Аппараты для чистки лица [50004396] ;1300
Бритвы [350201] ;500
;
;
;
;
;15
;
;
;
;
;
;
Массажеры для шеи и поясницы [50018404] ;600
;250
Массажные кресла / Диваны [50018406] ;800
Мини-массажеры [50018399];150
Массжеры плечевой области [50018403] ;800
Аппараты для массажа ног [50018409] ;800
Массажеры для области вокруг глаз [50018402] ;400
Массажные подушки [50018405] ;500
Массажные коврики/ матрасы [50018408];800
Массажные коврики для ног [50023375];800
Массажные столы [50018407];10000
Массажеры для головы [50018401];800
;1000
;100
;300
Массаж Stick / молоток [50018400] ;1000
;500
Все для китайского массажа «Гуаша» [50023688];100
Горелки [50022662] ;250
Приспособления для иглоукалывания [50023374];100
;
;
;
;
;
;
Тональные ВВ-кремы [50013794] ;90
;
;
;
Лицевая маска ( новый ) [121390006] ;100
;
;
;
;
Тени для глаз;15
;
;
;
;
;50
;50
;50
;25
;100
;150
;
;
;
;
;
Маникюрные аппараты [50000118] ;500
;
;
;
;
;
Приборы для аппаратного педикюра [50023392] ;250
;
;
;
;
;
Накладные волосы, пряди [50023289];40
;
;
;
;
;
 Пояса для похудения [50005015];1100
;
;
;
;
;
Восковые аппараты [50023393] ;500
;
;
;
;
;
 Триммеры для носа [350212];90
;
;
;
;
;
 Машинки для стрижки волос [50005011] ;300
;
;
;
;
;
 Плойки / Утюги для волос [50010401] ;400
;
;
;
;
;
Мини сауны [50011879];350
;
;
;
;
;
Товары для приборов для депиляции, чистки, отбеливания [50024654] ;500
;
;
;
;
;
Приборы для измерения артериального давления [50023745] ;500
Термометр [50023746] ;30
Средства поставки глюкозы в кровь [50023744] ;30
Электронные шагомеры [350215] ;200
;
;
;
;
;
Электрические зубные щетки [350203] ;250
Запчасти для электрических зубных щеток [50011883] ;100
Наборы для отбеливания зубов [50008385];200
Аппараты для полировки и чистки зубов [50008376] ;200
Прочее стоматологическое оборудование [50024627] ;100
